explosive.n.01,3
military_vehicle.n.01,3
nonbeing.n.01,3
precipitation.n.03,3
binary_compound.n.01,3
liquid.n.03,3
temporal_property.n.01,3
brush.n.02,2
makeup.n.01,2
toilet.n.01,2
memory.n.02,2
shoe.n.01,2
sweater.n.01,2
underwear.n.01,2
cookie.n.01,2
girl.n.01,2
orange.n.02,2
baseball.n.01,2
game.n.07,2
bedroom.n.01,2
butterfly.n.01,2
dish.n.01,2
mixer.n.04,2
pan.n.01,2
plate.n.02,2
refrigerator.n.01,2
cat.n.01,2
deer.n.01,2
informer.n.01,2
whale.n.02,2
calendar_month.n.01,2
cactus.n.01,2
flower.n.01,2
grass.n.01,2
set.n.05,2
circle.n.08,2
line.n.11,2
line.n.20,2
line.n.23,2
space.n.03,2
handcart.n.01,2
vegetation.n.01,2
tail.n.01,2
conflict.n.01,2
interaction.n.01,2
medicine.n.02,2
plumbing_fixture.n.01,2
receptacle.n.01,2
drivel.n.01,2
cleaning.n.01,2
wash.n.02,2
booker.n.01,2
payment.n.01,2
sorbent.n.01,2
fortune.n.04,2
covering.n.04,2
utterance.n.01,2
plains_indian.n.01,2
fool.n.01,2
coinage.n.01,2
wading_bird.n.01,2
board.n.03,2
pheasant.n.01,2
columbiform_bird.n.01,2
coastal_diving_bird.n.01,2
gliding_joint.n.01,2
rest.n.06,2
adipose_tissue.n.01,2
disposition.n.01,2
genealogy.n.01,2
chamber.n.01,2
achromatic_color.n.01,2
hairdo.n.01,2
intelligence.n.01,2
exocrine_gland.n.01,2
handle.n.01,2
victim.n.02,2
tobacco.n.01,2
joint.n.05,2
drive.n.05,2
tibeto-burman.n.01,2
hinge_joint.n.01,2
wisdom.n.03,2
hole.n.02,2
gesture.n.02,2
horny_structure.n.01,2
poetic_rhythm.n.01,2
laborer.n.01,2
aspect.n.01,2
pointer.n.02,2
approval.n.04,2
paw.n.01,2
top.n.01,2
professional.n.01,2
bubble.n.01,2
reactor.n.01,2
impression.n.01,2
spirit.n.03,2
skeletal_structure.n.01,2
ball-and-socket_joint.n.01,2
environment.n.01,2
subfigure.n.01,2
size.n.01,2
articulator.n.02,2
boundary.n.02,2
psychology.n.01,2
goal.n.01,2
linguistic_relation.n.01,2
opening.n.01,2
consumer.n.01,2
control.n.01,2
erectile_organ.n.01,2
limit.n.04,2
rind.n.01,2
bag.n.01,2
liking.n.01,2
craving.n.01,2
cavity.n.04,2
means.n.01,2
impact.n.01,2
weaponry.n.01,2
joy.n.01,2
shell.n.08,2
instrument_of_punishment.n.01,2
persecution.n.01,2
top.n.09,2
control.n.11,2
dental_appliance.n.01,2
handwear.n.01,2
duty.n.02,2
armor_plate.n.01,2
community.n.01,2
addition.n.01,2
sum.n.01,2
rubbish.n.01,2
decline.n.01,2
expanse.n.03,2
wetland.n.01,2
movability.n.01,2
footwear.n.01,2
visual_signal.n.01,2
due_process.n.01,2
entreaty.n.01,2
strengthener.n.01,2
scout.n.02,2
spiritual_being.n.01,2
brown.n.01,2
upper_class.n.01,2
dairy_product.n.01,2
frozen_dessert.n.01,2
cocaine.n.01,2
dicot_genus.n.01,2
intestine.n.01,2
vice.n.02,2
